ID,Country,Contiment
grid.444808.4,Vietnam,AS
grid.444809.5,Iran,AS
grid.444810.d,Pakistan,AS
grid.444811.c,Uzbekistan,AS
grid.444812.f,Vietnam,AS
grid.444813.e,Iran,AS
grid.444814.9,Pakistan,AS
grid.444815.8,Vietnam,AS
grid.444816.b,Uzbekistan,AS
grid.444817.a,Indonesia,AS
grid.444818.5,Pakistan,AS
grid.444819.4,Uzbekistan,AS
grid.444820.e,Iran,AS
grid.444821.f,Indonesia,AS
grid.444822.c,Vietnam,AS
grid.444823.d,Vietnam,AS
grid.444824.a,Myanmar,AS
grid.444825.b,Vietnam,AS
grid.444826.8,Vietnam,AS
grid.444827.9,Vietnam,AS
grid.444828.6,Vietnam,AS
grid.444829.7,Uzbekistan,AS
grid.444830.f,Iran,AS
grid.444831.e,Iran,AS
grid.444832.d,Vietnam,AS
grid.444833.c,Vietnam,AS
grid.444834.b,Vietnam,AS
grid.444835.a,Vietnam,AS
grid.444836.9,Indonesia,AS
grid.444837.8,Pakistan,AS
grid.444838.7,Pakistan,AS
grid.444839.6,Uzbekistan,AS
grid.444840.8,Indonesia,AS
grid.444841.9,Pakistan,AS
grid.444842.a,Uzbekistan,AS
grid.444843.b,Uzbekistan,AS
grid.444844.c,Japan,AS
grid.444845.d,Iran,AS
grid.444846.e,Vietnam,AS
grid.444847.f,Japan,AS
grid.444848.0,Vietnam,AS
grid.444849.1,Vietnam,AS
grid.444850.9,Vietnam,AS
grid.444851.8,Japan,AS
grid.444852.b,Japan,AS
grid.444853.a,Japan,AS
grid.444854.d,Pakistan,AS
grid.444855.c,Uzbekistan,AS
grid.444856.f,Mongolia,AS
grid.444857.e,Japan,AS
grid.444858.1,Iran,AS
grid.444859.0,Pakistan,AS
grid.444860.a,Iran,AS
grid.444861.b,Uzbekistan,AS
grid.444863.9,Japan,AS
grid.444864.e,Vietnam,AS
grid.444865.f,Uzbekistan,AS
grid.444866.c,Japan,AS
grid.444867.d,Mongolia,AS
grid.444868.2,Pakistan,AS
grid.444869.3,Pakistan,AS
grid.444870.b,Uzbekistan,AS
grid.444871.a,Pakistan,AS
grid.444872.9,Uzbekistan,AS
grid.444873.8,Pakistan,AS
grid.444874.f,Vietnam,AS
grid.444875.e,Uzbekistan,AS
grid.444876.d,Japan,AS
grid.444877.c,Japan,AS
grid.444878.3,Vietnam,AS
grid.444879.2,Japan,AS
grid.444880.4,Vietnam,AS
grid.444881.5,Pakistan,AS
grid.444882.6,Uzbekistan,AS
grid.444883.7,Japan,AS
grid.444884.0,Pakistan,AS
grid.444885.1,Vietnam,AS
grid.444886.2,Pakistan,AS
grid.444887.3,Vietnam,AS
grid.444888.c,Japan,AS
grid.444889.d,Vietnam,AS
grid.444890.5,Iran,AS
grid.444891.4,Japan,AS
grid.444892.7,Pakistan,AS
grid.444893.6,Iran,AS
grid.444894.1,Pakistan,AS
grid.444895.0,Pakistan,AS
grid.444896.3,Iran,AS
grid.444897.2,Japan,AS
grid.444898.d,Pakistan,AS
grid.444899.c,Uzbekistan,AS
grid.444900.d,Pakistan,AS
grid.444901.c,Iran,AS
grid.444903.e,Pakistan,AS
grid.444904.9,Iran,AS
grid.444905.8,Pakistan,AS
grid.444906.b,Vietnam,AS
grid.444907.a,Yemen,AS
grid.444908.5,Pakistan,AS
grid.444909.4,Yemen,AS
grid.444910.c,Vietnam,AS
grid.444911.d,Iran,AS
grid.444912.e,Vietnam,AS
grid.444913.f,Yemen,AS
grid.444914.8,Yemen,AS
grid.444915.9,Iran,AS
grid.444916.a,Yemen,AS
grid.444917.b,Yemen,AS
grid.444918.4,Vietnam,AS
grid.444919.5,Yemen,AS
grid.444920.f,Pakistan,AS
grid.444921.e,Yemen,AS
grid.444922.d,Pakistan,AS
grid.444923.c,Vietnam,AS
grid.444924.b,Pakistan,AS
grid.444925.a,Pakistan,AS
grid.444926.9,Vietnam,AS
grid.444927.8,Pakistan,AS
grid.444928.7,Yemen,AS
grid.444929.6,Vietnam,AS
grid.444930.e,Pakistan,AS
grid.444931.f,Pakistan,AS
grid.444932.c,Vietnam,AS
grid.444933.d,Pakistan,AS
grid.444934.a,Pakistan,AS
grid.444935.b,Iran,AS
grid.444936.8,Pakistan,AS
grid.444937.9,Albania,EU
grid.444938.6,Pakistan,AS
grid.444939.7,Albania,EU
grid.444940.9,Pakistan,AS
grid.444941.8,Albania,EU
grid.444942.b,Pakistan,AS
grid.444943.a,Pakistan,AS
grid.444944.d,Iran,AS
grid.444945.c,Albania,EU
grid.444946.f,Vietnam,AS
grid.444947.e,Albania,EU
grid.444948.1,Vietnam,AS
grid.444949.0,Albania,EU
grid.444950.8,Iraq,AS
grid.444951.9,Vietnam,AS
grid.444952.a,Vietnam,AS
grid.444953.b,Russia,EU
grid.444954.c,Vietnam,AS
grid.444955.d,Iran,AS
grid.444956.e,Russia,EU
grid.444957.f,Vietnam,AS
grid.444958.0,Albania,EU
grid.444959.1,Iran,AS
grid.444960.b,Vietnam,AS
grid.444961.a,Vietnam,AS
grid.444962.9,Iran,AS
grid.444963.8,Albania,EU
grid.444964.f,Vietnam,AS
grid.444965.e,Vietnam,AS
grid.444966.d,Iran,AS
grid.444967.c,Iraq,AS
grid.444968.3,Iraq,AS
grid.444969.2,Albania,EU
grid.444970.a,Albania,EU
grid.444971.b,Iraq,AS
grid.444972.8,United States,NA
grid.444973.9,Albania,EU
grid.444974.e,Pakistan,AS
grid.444975.f,Russia,EU
grid.444976.c,Russia,EU
grid.444977.d,Pakistan,AS
grid.444978.2,Albania,EU
grid.444979.3,Iran,AS
grid.444980.5,Pakistan,AS
grid.444981.4,Russia,EU
grid.444982.7,Pakistan,AS
grid.444983.6,Pakistan,AS
grid.444984.1,Russia,EU
grid.444986.3,Pakistan,AS
grid.444987.2,Pakistan,AS
grid.444988.d,Andorra,EU
grid.444989.c,Pakistan,AS
grid.444990.4,Iran,AS
grid.444991.5,Belarus,EU
grid.444992.6,Pakistan,AS
grid.444993.7,Belarus,EU
grid.444994.0,Pakistan,AS
grid.444995.1,Belarus,EU
grid.444996.2,Pakistan,AS
grid.444997.3,Pakistan,AS
grid.444998.c,Russia,EU
grid.444999.d,Pakistan,AS
grid.445000.5,United States,NA
grid.445001.4,United States,NA
grid.445003.6,United States,NA
grid.445004.1,Russia,EU
grid.445005.0,Russia,EU
grid.445006.3,Russia,EU
grid.445007.2,Poland,EU
grid.445008.d,Russia,EU
grid.445009.c,Belarus,EU
grid.445011.5,Russia,EU
grid.445012.6,China,AS
grid.445013.7,China,AS
grid.445014.0,China,AS
grid.445015.1,Macao,AS
grid.445016.2,Macao,AS
grid.445017.3,Macao,AS
grid.445018.c,Poland,EU
grid.445019.d,Russia,EU
grid.445020.7,Macao,AS
grid.445021.6,Poland,EU
grid.445022.5,Macao,AS
grid.445023.4,Russia,EU
grid.445024.3,Russia,EU
grid.445025.2,Taiwan,AS
grid.445026.1,Taiwan,AS
grid.445027.0,Poland,EU
grid.445028.f,Russia,EU
grid.445029.e,Taiwan,AS
grid.445030.6,Poland,EU
grid.445031.7,Taiwan,AS
grid.445032.4,Russia,EU
grid.445033.5,Taiwan,AS
grid.445034.2,Taiwan,AS
grid.445035.3,Russia,EU
grid.445036.0,Poland,EU
grid.445037.1,Taiwan,AS
grid.445038.e,Taiwan,AS
grid.445039.f,Taiwan,AS
grid.445040.1,Russia,EU
grid.445041.0,Taiwan,AS
grid.445042.3,Poland,EU
grid.445043.2,Russia,EU
grid.445044.5,Russia,EU
grid.445045.4,Russia,EU
grid.445046.7,Taiwan,AS
grid.445047.6,Russia,EU
grid.445048.9,Russia,EU
grid.445049.8,South Korea,AS
grid.445050.0,Russia,EU
grid.445051.1,Russia,EU
grid.445052.2,Taiwan,AS
grid.445053.3,Russia,EU
grid.445054.4,Taiwan,AS
grid.445055.5,Russia,EU
grid.445056.6,Russia,EU
grid.445057.7,Taiwan,AS
grid.445058.8,North Korea,AS
grid.445059.9,Russia,EU
grid.445060.3,Taiwan,AS
grid.445061.2,Indonesia,AS
grid.445062.1,Russia,EU
grid.445063.0,Russia,EU
grid.445064.7,Indonesia,AS
grid.445065.6,Russia,EU
grid.445066.5,Taiwan,AS
grid.445067.4,Taiwan,AS
grid.445068.b,Taiwan,AS
grid.445069.a,Taiwan,AS
grid.445070.2,Taiwan,AS
grid.445071.3,Taiwan,AS
grid.445072.0,Taiwan,AS
grid.445073.1,Taiwan,AS
grid.445074.6,Russia,EU
grid.445075.7,Russia,EU
grid.445076.4,Taiwan,AS
grid.445077.5,Russia,EU
grid.445078.a,Taiwan,AS
grid.445079.b,Taiwan,AS
grid.445080.d,Russia,EU
grid.445081.c,Russia,EU
grid.445082.f,Russia,EU
grid.445083.e,Russia,EU
grid.445084.9,Russia,EU
grid.445085.8,Taiwan,AS
grid.445086.b,Russia,EU
grid.445087.a,Taiwan,AS
grid.445088.5,Russia,EU
grid.445089.4,Taiwan,AS
grid.445090.c,Russia,EU
grid.445091.d,Albania,EU
grid.445092.e,Taiwan,AS
grid.445093.f,Russia,EU
grid.445094.8,Russia,EU
grid.445095.9,China,AS
grid.445096.a,China,AS
grid.445097.b,Russia,EU
grid.445098.4,Russia,EU
grid.445099.5,India,AS
grid.445100.4,Russia,EU
grid.445101.5,India,AS
grid.445102.6,Russia,EU
grid.445103.7,India,AS
grid.445104.0,Russia,EU
grid.445105.1,India,AS
grid.445106.2,India,AS
grid.445107.3,Russia,EU
grid.445108.c,India,AS
grid.445109.d,India,AS
grid.445110.5,India,AS
grid.445111.4,Russia,EU
grid.445112.7,India,AS
grid.445113.6,Egypt,AF
grid.445114.1,Vietnam,AS
grid.445115.0,Indonesia,AS
grid.445116.3,Vietnam,AS
grid.445117.2,Russia,EU
grid.445118.d,Poland,EU
grid.445119.c,Poland,EU
grid.445120.6,Poland,EU
grid.445121.7,Russia,EU
grid.445122.4,Belarus,EU
grid.445123.5,Poland,EU
grid.445124.2,Belarus,EU
grid.445126.0,Russia,EU
grid.445127.1,Russia,EU
grid.445128.e,Russia,EU
grid.445129.f,Poland,EU
grid.445130.7,Russia,EU
grid.445131.6,Poland,EU
grid.445132.5,Belarus,EU
grid.445133.4,Russia,EU
grid.445134.3,Poland,EU
grid.445135.2,Russia,EU
grid.445136.1,San Marino,EU
grid.445137.0,Poland,EU
grid.445138.f,Serbia,EU
grid.445139.e,Poland,EU
grid.445140.0,Serbia,EU
grid.445141.1,Serbia,EU
grid.445142.2,Poland,EU
grid.445143.3,Poland,EU
grid.445144.4,Poland,EU
grid.445145.5,Serbia,EU
grid.445146.6,Belarus,EU
grid.445147.7,Russia,EU
grid.445148.8,Malaysia,AS
grid.445149.9,Serbia,EU
grid.445150.1,Serbia,EU
grid.445151.0,Poland,EU
grid.445152.3,Malaysia,AS
grid.445153.2,Russia,EU
grid.445154.5,Slovakia,EU
grid.445155.4,Slovakia,EU
grid.445156.7,Belarus,EU
grid.445157.6,Slovakia,EU
grid.445158.9,Russia,EU
grid.445159.8,Malaysia,AS
grid.445160.2,Russia,EU
grid.445161.3,Poland,EU
grid.445162.0,Poland,EU
grid.445163.1,Belarus,EU
grid.445164.6,Belarus,EU
grid.445165.7,Slovakia,EU
grid.445166.4,Russia,EU
grid.445167.5,Slovakia,EU
grid.445168.a,Poland,EU
grid.445169.b,Slovakia,EU
grid.445170.3,Belarus,EU
grid.445171.2,Slovakia,EU
grid.445172.1,Belarus,EU
grid.445173.0,Slovakia,EU
grid.445174.7,Poland,EU
grid.445175.6,Slovakia,EU
grid.445176.5,Slovakia,EU
grid.445177.4,Belarus,EU
grid.445178.b,Russia,EU
grid.445179.a,Poland,EU
grid.445180.c,Russia,EU
grid.445181.d,Slovakia,EU
grid.445182.e,Slovakia,EU
grid.445183.f,Poland,EU
grid.445184.8,Slovakia,EU
grid.445185.9,Russia,EU
grid.445186.a,Belarus,EU
grid.445188.4,Slovakia,EU
grid.445189.5,Belarus,EU
grid.445190.d,Poland,EU
grid.445192.f,Slovakia,EU
grid.445193.e,Russia,EU
grid.445194.9,Slovakia,EU
grid.445195.8,Poland,EU
grid.445196.b,Russia,EU
grid.445197.a,Slovenia,EU
grid.445198.5,Russia,EU
grid.445199.4,Poland,EU
grid.445201.6,Slovenia,EU
grid.445202.5,Russia,EU
grid.445203.4,Slovenia,EU
grid.445204.3,Slovenia,EU
grid.445205.2,Poland,EU
grid.445206.1,Slovenia,EU
grid.445207.0,Slovenia,EU
grid.445208.f,Poland,EU
grid.445209.e,Slovenia,EU
grid.445210.6,Poland,EU
grid.445211.7,Slovenia,EU
grid.445212.4,Russia,EU
grid.445213.5,Slovenia,EU
grid.445214.2,Pakistan,AS
grid.445215.3,Russia,EU
grid.445216.0,Poland,EU
grid.445217.1,Poland,EU
grid.445218.e,Poland,EU
grid.445219.f,Russia,EU
grid.445220.5,Belarus,EU
grid.445221.4,Russia,EU
grid.445222.7,Poland,EU
grid.445223.6,Russia,EU
grid.445224.1,Russia,EU
grid.445225.0,Poland,EU
grid.445226.3,Russia,EU
grid.445227.2,Slovenia,EU
grid.445228.d,Russia,EU
grid.445229.c,Slovenia,EU
grid.445230.4,Russia,EU
grid.445231.5,Poland,EU
grid.445232.6,Poland,EU
grid.445233.7,Poland,EU
grid.445234.0,Poland,EU
grid.445235.1,Russia,EU
grid.445236.2,Russia,EU
grid.445238.c,Russia,EU
grid.445239.d,Thailand,AS
grid.445241.2,Brazil,SA
grid.445243.0,United States,NA
grid.445244.7,Russia,EU
grid.445245.6,Slovenia,EU
grid.445246.5,Russia,EU
grid.445248.b,Slovenia,EU
grid.445249.a,Russia,EU
grid.445250.2,Russia,EU
grid.445251.3,Slovenia,EU
grid.445252.0,Russia,EU
grid.445254.6,Slovenia,EU
grid.445255.7,Slovenia,EU
grid.445256.4,Poland,EU
grid.445257.5,Russia,EU
grid.445258.a,Russia,EU
grid.445259.b,Belarus,EU
grid.445260.1,Russia,EU
grid.445261.0,Slovenia,EU
grid.445262.3,Poland,EU
grid.445263.2,Russia,EU
grid.445264.5,Slovenia,EU
grid.445265.4,Poland,EU
grid.445266.7,Slovenia,EU
grid.445267.6,Russia,EU
grid.445268.9,Poland,EU
grid.445269.8,Belarus,EU
grid.445271.1,Russia,EU
grid.445272.2,Poland,EU
grid.445273.3,Russia,EU
grid.445274.4,Belarus,EU
grid.445275.5,Slovenia,EU
grid.445277.7,Russia,EU
grid.445278.8,Poland,EU
grid.445279.9,Belarus,EU
grid.445281.e,Belarus,EU
grid.445282.d,Belarus,EU
grid.445283.c,Belarus,EU
grid.445284.b,Poland,EU
grid.445285.a,Belarus,EU
grid.445286.9,Poland,EU
grid.445287.8,Russia,EU
grid.445288.7,Sweden,EU
grid.445289.6,Poland,EU
grid.445290.e,Uzbekistan,AS
grid.445291.f,Poland,EU
grid.445292.c,Poland,EU
grid.445293.d,Sweden,EU
grid.445294.a,Poland,EU
grid.445295.b,Poland,EU
grid.445296.8,Russia,EU
grid.445297.9,Sweden,EU
grid.445298.6,Russia,EU
grid.445299.7,Sweden,EU
grid.445300.6,Russia,EU
grid.445301.7,Belarus,EU
grid.445302.4,Sweden,EU
grid.445303.5,Belarus,EU
grid.445304.2,Sweden,EU
grid.445305.3,Russia,EU
grid.445306.0,Belarus,EU
grid.445307.1,Sweden,EU
grid.445308.e,Sweden,EU
grid.445309.f,Belarus,EU
grid.445310.7,Belarus,EU
grid.445311.6,Poland,EU
grid.445312.5,Russia,EU
grid.445313.4,Russia,EU
grid.445314.3,Belarus,EU
grid.445315.2,Sweden,EU
grid.445316.1,Belarus,EU
grid.445318.f,Bulgaria,EU
grid.445319.e,Russia,EU
grid.445320.4,Russia,EU
grid.445321.5,Ukraine,EU
grid.445322.6,Poland,EU
grid.445323.7,Russia,EU
grid.445324.0,Russia,EU
grid.445325.1,Ukraine,EU
grid.445326.2,Poland,EU
grid.445327.3,Russia,EU
grid.445328.c,Poland,EU
grid.445329.d,Russia,EU
grid.445330.5,Russia,EU
grid.445331.4,Russia,EU
grid.445332.7,Russia,EU
grid.445333.6,Ukraine,EU
grid.445334.1,Russia,EU
grid.445335.0,Poland,EU
grid.445336.3,Bulgaria,EU
grid.445337.2,Poland,EU
grid.445338.d,Poland,EU
grid.445339.c,Ukraine,EU
grid.445340.2,Poland,EU
grid.445341.3,Russia,EU
grid.445342.0,Russia,EU
grid.445344.6,Ukraine,EU
grid.445345.7,Bulgaria,EU
grid.445346.4,Russia,EU
grid.445348.a,Russia,EU
grid.445349.b,Bulgaria,EU
grid.445350.3,Russia,EU
grid.445351.2,Poland,EU
grid.445352.1,Bulgaria,EU
grid.445353.0,Russia,EU
grid.445354.7,Ukraine,EU
grid.445355.6,Russia,EU
grid.445356.5,Poland,EU
grid.445357.4,Russia,EU
grid.445358.b,Poland,EU
grid.445359.a,Russia,EU
grid.445360.0,Poland,EU
grid.445361.1,Russia,EU
grid.445362.2,Poland,EU
grid.445363.3,Russia,EU
grid.445364.4,Poland,EU
grid.445365.5,Russia,EU
grid.445366.6,Poland,EU
grid.445367.7,Russia,EU
grid.445368.8,Poland,EU
grid.445369.9,Poland,EU
grid.445370.1,Bulgaria,EU
grid.445371.0,Poland,EU
grid.445372.3,Ukraine,EU
grid.445373.2,Bulgaria,EU
grid.445374.5,Russia,EU
grid.445376.7,Bulgaria,EU
grid.445377.6,Russia,EU
grid.445378.9,Ukraine,EU
grid.445379.8,Russia,EU
grid.445380.e,Ukraine,EU
grid.445381.f,Russia,EU
grid.445382.c,Ukraine,EU
grid.445383.d,Russia,EU
grid.445384.a,Russia,EU
grid.445385.b,Russia,EU
grid.445386.8,Ukraine,EU
grid.445387.9,Russia,EU
grid.445388.6,Ukraine,EU
grid.445389.7,Russia,EU
grid.445390.f,Russia,EU
grid.445391.e,Poland,EU
grid.445392.d,Poland,EU
grid.445393.c,Ukraine,EU
grid.445394.b,Poland,EU
grid.445395.a,Ukraine,EU
grid.445396.9,Russia,EU
grid.445397.8,Russia,EU
grid.445398.7,Russia,EU
grid.445399.6,Russia,EU
grid.445400.1,Russia,EU
grid.445401.0,Ukraine,EU
grid.445402.3,Poland,EU
grid.445403.2,Russia,EU
grid.445404.5,Ukraine,EU
grid.445405.4,Russia,EU
grid.445406.7,Ukraine,EU
grid.445407.6,Poland,EU
grid.445408.9,Poland,EU
grid.445409.8,Russia,EU
grid.445410.0,Russia,EU
grid.445411.1,Bulgaria,EU
grid.445412.2,Poland,EU
grid.445413.3,Bulgaria,EU
grid.445414.4,Bulgaria,EU
grid.445415.5,Ukraine,EU
grid.445416.6,Bulgaria,EU
grid.445417.7,Russia,EU
grid.445418.8,Russia,EU
grid.445419.9,Russia,EU
grid.445420.3,Russia,EU
grid.445421.2,Poland,EU
grid.445422.1,Bulgaria,EU
grid.445423.0,Croatia,EU
grid.445425.6,Croatia,EU
grid.445426.5,Russia,EU
grid.445427.4,Russia,EU
grid.445428.b,Ukraine,EU
grid.445429.a,Russia,EU
grid.445430.2,Russia,EU
grid.445431.3,Poland,EU
grid.445432.0,Ukraine,EU
grid.445433.1,Russia,EU
grid.445434.6,Russia,EU
grid.445435.7,Poland,EU
grid.445436.4,Croatia,EU
grid.445437.5,Russia,EU
grid.445438.a,Russia,EU
grid.445439.b,Russia,EU
grid.445440.5,Russia,EU
grid.445441.4,Poland,EU
grid.445442.7,Ukraine,EU
grid.445443.6,Russia,EU
grid.445444.1,Poland,EU
grid.445445.0,Poland,EU
grid.445446.3,Croatia,EU
grid.445447.2,Cyprus,EU
grid.445448.d,Ukraine,EU
grid.445449.c,Cyprus,EU
grid.445450.4,Russia,EU
grid.445451.5,Russia,EU
grid.445452.6,Cyprus,EU
grid.445453.7,Cyprus,EU
grid.445454.0,Russia,EU
grid.445455.1,Poland,EU
grid.445456.2,Russia,EU
grid.445457.3,Poland,EU
grid.445458.c,Russia,EU
grid.445459.d,Ukraine,EU
grid.445460.7,Cyprus,EU
grid.445461.6,Russia,EU
grid.445462.5,Cyprus,EU
grid.445463.4,Ukraine,EU
grid.445464.3,Cyprus,EU
grid.445465.2,Poland,EU
grid.445466.1,Czechia,EU
grid.445467.0,Czechia,EU
grid.445468.f,Poland,EU
grid.445470.6,Poland,EU
grid.445471.7,Ukraine,EU
grid.445472.4,Russia,EU
grid.445473.5,Poland,EU
grid.445474.2,Russia,EU
grid.445475.3,Czechia,EU
grid.445476.0,Ukraine,EU
grid.445477.1,Russia,EU
grid.445478.e,Poland,EU
grid.445479.f,Poland,EU
grid.445480.9,Russia,EU
grid.445481.8,Poland,EU
grid.445482.b,Russia,EU
grid.445483.a,Poland,EU
grid.445484.d,Ukraine,EU
grid.445485.c,Poland,EU
grid.445486.f,Ukraine,EU
grid.445487.e,Russia,EU
grid.445488.1,Russia,EU
grid.445489.0,Russia,EU
grid.445490.8,Russia,EU
grid.445491.9,Poland,EU
grid.445492.a,Czechia,EU
grid.445493.b,Poland,EU
grid.445494.c,Russia,EU
grid.445495.d,Poland,EU
grid.445496.e,Russia,EU
grid.445497.f,Russia,EU
grid.445498.0,Russia,EU
grid.445499.1,Russia,EU
grid.445500.0,Ukraine,EU
grid.445501.1,Russia,EU
grid.445502.2,Russia,EU
grid.445503.3,Poland,EU
grid.445504.4,Ukraine,EU
grid.445505.5,Czechia,EU
grid.445507.7,Russia,EU
grid.445508.8,Czechia,EU
grid.445509.9,Czechia,EU
grid.445510.1,Czechia,EU
grid.445511.0,Poland,EU
grid.445512.3,Ukraine,EU
grid.445513.2,Poland,EU
grid.445515.4,Russia,EU
grid.445516.7,Czechia,EU
grid.445517.6,Russia,EU
grid.445518.9,Ukraine,EU
grid.445519.8,Russia,EU
grid.445520.2,Poland,EU
grid.445521.3,Ukraine,EU
grid.445522.0,Ukraine,EU
grid.445523.1,Ukraine,EU
grid.445524.6,Russia,EU
grid.445525.7,Czechia,EU
grid.445526.4,Czechia,EU
grid.445527.5,Poland,EU
grid.445528.a,Russia,EU
grid.445529.b,Czechia,EU
grid.445530.3,Ukraine,EU
grid.445531.2,Czechia,EU
grid.445532.1,Czechia,EU
grid.445533.0,Russia,EU
grid.445534.7,Ukraine,EU
grid.445535.6,Poland,EU
grid.445536.5,Russia,EU
grid.445537.4,Russia,EU
grid.445538.b,Czechia,EU
grid.445539.a,Czechia,EU
grid.445540.4,Russia,EU
grid.445541.5,Czechia,EU
grid.445542.6,Czechia,EU
grid.445543.7,Czechia,EU
grid.445544.0,Russia,EU
grid.445545.1,Ukraine,EU
grid.445546.2,Czechia,EU
grid.445547.3,Poland,EU
grid.445548.c,Russia,EU
grid.445549.d,Russia,EU
grid.445550.5,Denmark,EU
grid.445551.4,Poland,EU
grid.445552.7,Denmark,EU
grid.445553.6,Russia,EU
grid.445554.1,Ukraine,EU
grid.445555.0,Ukraine,EU
grid.445556.3,Poland,EU
grid.445557.2,Russia,EU
grid.445558.d,Denmark,EU
grid.445559.c,Denmark,EU
grid.445560.6,Poland,EU
grid.445561.7,Russia,EU
grid.445562.4,Ukraine,EU
grid.445564.2,Denmark,EU
grid.445565.3,Russia,EU
grid.445566.0,Russia,EU
grid.445567.1,Estonia,EU
grid.445568.e,Poland,EU
grid.445569.f,Russia,EU
grid.445570.7,Estonia,EU
grid.445571.6,Ukraine,EU
grid.445572.5,Estonia,EU
grid.445573.4,Russia,EU
grid.445574.3,Ukraine,EU
grid.445575.2,Poland,EU
grid.445576.1,Ukraine,EU
grid.445577.0,Ukraine,EU
grid.445578.f,Estonia,EU
grid.445579.e,Russia,EU
grid.445580.8,Poland,EU
grid.445581.9,Russia,EU
grid.445582.a,Russia,EU
grid.445584.c,Ukraine,EU
grid.445585.d,Estonia,EU
grid.445586.e,Russia,EU
grid.445587.f,Ukraine,EU
grid.445588.0,Estonia,EU
grid.445589.1,Estonia,EU
grid.445590.9,Russia,EU
grid.445591.8,Poland,EU
grid.445592.b,Ukraine,EU
grid.445593.a,Estonia,EU
grid.445594.d,Russia,EU
grid.445595.c,Finland,EU
grid.445596.f,Russia,EU
grid.445597.e,Ukraine,EU
grid.445598.1,Poland,EU
grid.445599.0,Russia,EU
grid.445600.3,Ukraine,EU
grid.445601.2,Finland,EU
grid.445602.1,Poland,EU
grid.445603.0,Ukraine,EU
grid.445604.7,Finland,EU
grid.445605.6,Ukraine,EU
grid.445606.5,Finland,EU
grid.445607.4,Ukraine,EU
grid.445608.b,Poland,EU
grid.445609.a,Ukraine,EU
grid.445610.2,Finland,EU
grid.445611.3,Ukraine,EU
grid.445612.0,Russia,EU
grid.445613.1,Russia,EU
grid.445614.6,Poland,EU
grid.445615.7,Russia,EU
grid.445616.4,Russia,EU
grid.445617.5,Ukraine,EU
grid.445618.a,Finland,EU
grid.445619.b,Russia,EU
grid.445620.1,Finland,EU
grid.445621.0,Russia,EU
grid.445622.3,Finland,EU
grid.445623.2,Ukraine,EU
grid.445624.5,Poland,EU
grid.445625.4,Poland,EU
grid.445626.7,Ukraine,EU
grid.445627.6,Hungary,EU
grid.445628.9,Hungary,EU
grid.445629.8,Hungary,EU
grid.445630.0,Hungary,EU
grid.445631.1,Russia,EU
grid.445632.2,Russia,EU
grid.445633.3,Poland,EU
grid.445634.4,Poland,EU
grid.445635.5,Russia,EU
grid.445636.6,Poland,EU
grid.445637.7,Russia,EU
grid.445638.8,Poland,EU
grid.445639.9,Russia,EU
grid.445640.7,Poland,EU
grid.445641.6,Hungary,EU
grid.445642.5,Poland,EU
grid.445643.4,Ukraine,EU
grid.445644.3,Poland,EU
grid.445645.2,Russia,EU
grid.445646.1,Russia,EU
grid.445647.0,Hungary,EU
grid.445648.f,Russia,EU
grid.445649.e,Poland,EU
grid.445650.6,Russia,EU
grid.445651.7,Hungary,EU
grid.445652.4,Russia,EU
grid.445653.5,Poland,EU
grid.445655.3,Russia,EU
grid.445656.0,Hungary,EU
grid.445657.1,Russia,EU
grid.445658.e,Poland,EU
grid.445659.f,Russia,EU
grid.445660.5,Hungary,EU
grid.445661.4,Poland,EU
grid.445662.7,Hungary,EU
grid.445663.6,Russia,EU
grid.445664.1,Russia,EU
grid.445665.0,Russia,EU
grid.445666.3,Ukraine,EU
grid.445667.2,Romania,EU
grid.445668.d,Hungary,EU
grid.445669.c,Ukraine,EU
grid.445670.4,Romania,EU
grid.445671.5,Romania,EU
grid.445672.6,Russia,EU
grid.445673.7,Romania,EU
grid.445674.0,Russia,EU
grid.445675.1,Russia,EU
grid.445676.2,Russia,EU
grid.445677.3,Hungary,EU
grid.445678.c,Hungary,EU
grid.445679.d,Romania,EU
grid.445680.b,Ukraine,EU
grid.445681.a,Romania,EU
grid.445682.9,Ukraine,EU
grid.445683.8,Russia,EU
grid.445684.f,Hungary,EU
grid.445685.e,Romania,EU
grid.445686.d,Ukraine,EU
grid.445687.c,Hungary,EU
grid.445688.3,Ukraine,EU
grid.445689.2,Hungary,EU
grid.445690.a,Ukraine,EU
grid.445691.b,Romania,EU
grid.445692.8,Russia,EU
grid.445693.9,Romania,EU
grid.445694.e,Ukraine,EU
grid.445695.f,Romania,EU
grid.445696.c,Hungary,EU
grid.445697.d,Hungary,EU
grid.445698.2,Russia,EU
grid.445699.3,Romania,EU
grid.445700.2,Russia,EU
grid.445701.3,Ukraine,EU
grid.445702.0,Russia,EU
grid.445703.1,Romania,EU
grid.445704.6,Romania,EU
grid.445705.7,Romania,EU
grid.445707.5,Ukraine,EU
grid.445708.a,Romania,EU
grid.445709.b,Russia,EU
grid.445710.3,Romania,EU
grid.445711.2,Russia,EU
grid.445712.1,Russia,EU
grid.445713.0,Ukraine,EU
grid.445715.6,Russia,EU
grid.445716.5,Russia,EU
grid.445717.4,Russia,EU
grid.445719.a,Russia,EU
grid.445720.0,Romania,EU
grid.445721.1,Hungary,EU
grid.445722.2,Russia,EU
grid.445723.3,Russia,EU
grid.445724.4,Hungary,EU
