Id;Label
purdue university;purdue university
rockwell collins;rockwell collins
university of regina;university of regina
alcatel lucent;alcatel lucent
northern arizona university;northern arizona university
university of madeira;university of madeira
brookings institution;brookings institution
wellington management company;wellington management company
university of oxford;university of oxford
birla institute of technology and science;birla institute of technology and science
amazon com;amazon com
university of hartford;university of hartford
university of tubingen;university of tubingen
eotvos lorand university;eotvos lorand university
carleton university;carleton university
mines paristech;mines paristech
loyola university maryland;loyola university maryland
university of paderborn;university of paderborn
middle tennessee state university;middle tennessee state university
rensselaer polytechnic institute;rensselaer polytechnic institute
university of engineering and technology lahore;university of engineering and technology lahore
oracle corporation;oracle corporation
object technology international;object technology international
grove city college;grove city college
nicta;nicta
florida international university;florida international university
georgia institute of technology college of computing;georgia institute of technology college of computing
ohio state university;ohio state university
eiffel software;eiffel software
data storage institute;data storage institute
university of tartu;university of tartu
department of computer science university of illinois at urbana champaign;department of computer science university of illinois at urbana champaign
universidade catolica de brasilia;universidade catolica de brasilia
maynooth university;maynooth university
