Id;Label
lund university;lund university
santa fe institute;santa fe institute
university of pisa;university of pisa
it university;it university
saint vincent college;saint vincent college
institute for system programming;institute for system programming
university of iceland;university of iceland
ochanomizu university;ochanomizu university
midwestern state university;midwestern state university
university of texas at arlington;university of texas at arlington
wind river systems;wind river systems
brock university;brock university
university college london;university college london
university at buffalo;university at buffalo
nankai university;nankai university
ben gurion university of the negev;ben gurion university of the negev
applied science private university;applied science private university
nagoya university;nagoya university
college of charleston;college of charleston
university of southampton;university of southampton
southern methodist university;southern methodist university
volvo;volvo
city university of new york;city university of new york
university of wuppertal;university of wuppertal
leiden university;leiden university
university of nantes;university of nantes
oak ridge national laboratory;oak ridge national laboratory
university of hawaii;university of hawaii
international telecommunication union;international telecommunication union
tokyo university of agriculture and technology;tokyo university of agriculture and technology
monash university;monash university
university of porto;university of porto
university of glasgow;university of glasgow
middlesex university;middlesex university
kasetsart university;kasetsart university
university of alabama;university of alabama
fraunhofer society;fraunhofer society
university of peloponnese;university of peloponnese
university of california;university of california
bates college;bates college
university of cambridge;university of cambridge
vienna university of technology;vienna university of technology
university of hasselt;university of hasselt
university of l aquila;university of l aquila
argonne national laboratory;argonne national laboratory
universite catholique de louvain;universite catholique de louvain
university of ioannina;university of ioannina
institut gaspard monge;institut gaspard monge
sarah lawrence college;sarah lawrence college
heidelberg university;heidelberg university
ryukoku university;ryukoku university
purdue university;purdue university
alcatel lucent;alcatel lucent
blekinge institute of technology;blekinge institute of technology
rockwell collins;rockwell collins
university of oxford;university of oxford
amazon com;amazon com
university of tubingen;university of tubingen
university of tampere;university of tampere
mines paristech;mines paristech
carleton university;carleton university
loyola university maryland;loyola university maryland
rensselaer polytechnic institute;rensselaer polytechnic institute
oracle corporation;oracle corporation
nicta;nicta
florida international university;florida international university
georgia institute of technology college of computing;georgia institute of technology college of computing
ohio state university;ohio state university
university of tartu;university of tartu
department of computer science university of illinois at urbana champaign;department of computer science university of illinois at urbana champaign
lulea university of technology;lulea university of technology
switch;switch
courant institute of mathematical sciences;courant institute of mathematical sciences
university of minho;university of minho
national chengchi university;national chengchi university
national taiwan ocean university;national taiwan ocean university
telcordia technologies;telcordia technologies
xidian university;xidian university
royal holloway university of london;royal holloway university of london
dresden university of technology;dresden university of technology
rolf c hagen group;rolf c hagen group
tensilica;tensilica
fortify software;fortify software
vmware;vmware
max planck institute for software systems;max planck institute for software systems
california polytechnic state university;california polytechnic state university
coverity;coverity
university of stuttgart;university of stuttgart
amherst college;amherst college
russian academy of sciences;russian academy of sciences
university of bamberg;university of bamberg
bilkent university;bilkent university
wheaton college;wheaton college
nanjing university of aeronautics and astronautics;nanjing university of aeronautics and astronautics
newcastle university;newcastle university
nec;nec
university of california san diego;university of california san diego
bielefeld university;bielefeld university
ogi school of science and engineering;ogi school of science and engineering
kaist;kaist
harvard school of engineering and applied sciences;harvard school of engineering and applied sciences
hanyang university;hanyang university
university of perpignan;university of perpignan
fordham university;fordham university
university of auckland;university of auckland
kalamazoo college;kalamazoo college
carnegie mellon silicon valley;carnegie mellon silicon valley
ebay;ebay
university of california santa cruz;university of california santa cruz
college de france;college de france
david geffen school of medicine at ucla;david geffen school of medicine at ucla
monash university clayton campus;monash university clayton campus
aalto university;aalto university
atomic energy of canada limited;atomic energy of canada limited
chennai mathematical institute;chennai mathematical institute
stony brook university;stony brook university
university of louisiana at monroe;university of louisiana at monroe
research institute for mathematical sciences;research institute for mathematical sciences
university of paris;university of paris
boston college;boston college
university of calabria;university of calabria
louisiana state university;louisiana state university
iscte university institute of lisbon;iscte university institute of lisbon
intertrust technologies corporation;intertrust technologies corporation
