Id;Label
university of colorado boulder;university of colorado boulder
university of paris sud;university of paris sud
fortify software;fortify software
national science foundation;national science foundation
university of massachusetts dartmouth;university of massachusetts dartmouth
university of tsukuba;university of tsukuba
jaypee institute of information technology;jaypee institute of information technology
syracuse university;syracuse university
lawrence berkeley national laboratory;lawrence berkeley national laboratory
university of missouri;university of missouri
hankyong national university;hankyong national university
university of limerick;university of limerick
the catholic university of america;the catholic university of america
polytechnic university of catalonia;polytechnic university of catalonia
university of southern queensland;university of southern queensland
telefonica;telefonica
universite du quebec a montreal;universite du quebec a montreal
university of illinois at urbana champaign;university of illinois at urbana champaign
iowa state university;iowa state university
national dong hwa university;national dong hwa university
space telescope science institute;space telescope science institute
clark atlanta university;clark atlanta university
huazhong university of science and technology;huazhong university of science and technology
university of evansville;university of evansville
university of st andrews;university of st andrews
university of alabama in huntsville;university of alabama in huntsville
university of barcelona;university of barcelona
agh university of science and technology;agh university of science and technology
university of north florida;university of north florida
institute for systems biology;institute for systems biology
agere systems;agere systems
norwegian computing center;norwegian computing center
science applications international corporation;science applications international corporation
university of texas at austin;university of texas at austin
keldysh institute of applied mathematics;keldysh institute of applied mathematics
indian institute of technology bombay;indian institute of technology bombay
at t information systems;at t information systems
utah valley university;utah valley university
general electric;general electric
university of zurich;university of zurich
academia sinica;academia sinica
university of calabria;university of calabria
university of california;university of california
tera computer company;tera computer company
imec;imec
world bank;world bank
university of groningen;university of groningen
kyoto university;kyoto university
university of tampere;university of tampere
santa fe institute;santa fe institute
university of cambridge;university of cambridge
nvidia;nvidia
university of latvia;university of latvia
artificial intelligence center;artificial intelligence center
ca technologies;ca technologies
monash university clayton campus;monash university clayton campus
victoria university australia;victoria university australia
northeastern university;northeastern university
drexel university;drexel university
kettering university;kettering university
raytheon;raytheon
birkbeck university of london;birkbeck university of london
wright state university;wright state university
clayton state university;clayton state university
paris diderot university;paris diderot university
pohang university of science and technology;pohang university of science and technology
national tsing hua university;national tsing hua university
siemens;siemens
max planck institute for software systems;max planck institute for software systems
temple university;temple university
university of dayton;university of dayton
fraunhofer society;fraunhofer society
hamilton college;hamilton college
rockwell collins;rockwell collins
institute for theoretical computer science;institute for theoretical computer science
concordia university;concordia university
braunschweig university of technology;braunschweig university of technology
university of ottawa;university of ottawa
development corporations;development corporations
lg electronics;lg electronics
hankuk university of foreign studies;hankuk university of foreign studies
information technology university;information technology university
university of wroclaw;university of wroclaw
muhlenberg college;muhlenberg college
monash university;monash university
evans sutherland;evans sutherland
yale university;yale university
instituto tecnologico de buenos aires;instituto tecnologico de buenos aires
wheaton college;wheaton college
cornell university;cornell university
university of lisbon;university of lisbon
university of ioannina;university of ioannina
rose hulman institute of technology;rose hulman institute of technology
bell canada;bell canada
university of oklahoma;university of oklahoma
western new england university;western new england university
zuse institute berlin;zuse institute berlin
university of bremen;university of bremen
tektronix;tektronix
cooperative research centre;cooperative research centre
teesside university;teesside university
university of padua;university of padua
florida a m university;florida a m university
pace university;pace university
university of south florida;university of south florida
university of l aquila;university of l aquila
cryptography research;cryptography research
ohio state university;ohio state university
national university of ireland;national university of ireland
center for excellence in education;center for excellence in education
university of technology sydney;university of technology sydney
microsoft;microsoft
university of newcastle;university of newcastle
simon fraser university;simon fraser university
fuji xerox;fuji xerox
sun microsystems;sun microsystems
seton hall university;seton hall university
natural sciences and engineering research council;natural sciences and engineering research council
aea technology;aea technology
college de france;college de france
university of potsdam;university of potsdam
wesleyan university;wesleyan university
sra international;sra international
columbia university;columbia university
career education corporation;career education corporation
polytechnic university of turin;polytechnic university of turin
marquette university;marquette university
philips;philips
nanyang technological university;nanyang technological university
indian council of agricultural research;indian council of agricultural research
thayer school of engineering;thayer school of engineering
national institute of informatics;national institute of informatics
university of maribor;university of maribor
southern connecticut state university;southern connecticut state university
institute of technology carlow;institute of technology carlow
deutsche telekom;deutsche telekom
brookhaven national laboratory;brookhaven national laboratory
laval university;laval university
brookings institution;brookings institution
bates college;bates college
georgia institute of technology college of computing;georgia institute of technology college of computing
university of cantabria;university of cantabria
joseph fourier university;joseph fourier university
international institute of minnesota;international institute of minnesota
university of wisconsin milwaukee;university of wisconsin milwaukee
birmingham southern college;birmingham southern college
deakin university;deakin university
beihang university;beihang university
kyungpook national university;kyungpook national university
mcmaster university;mcmaster university
argonne national laboratory;argonne national laboratory
general motors;general motors
technische hochschule;technische hochschule
bmw;bmw
nara institute of science and technology;nara institute of science and technology
ford motor company;ford motor company
united states military academy;united states military academy
national taiwan normal university;national taiwan normal university
international institute of information technology hyderabad;international institute of information technology hyderabad
ocad university;ocad university
de montfort university;de montfort university
university of mainz;university of mainz
university of alabama at birmingham;university of alabama at birmingham
zagazig university;zagazig university
university of east london;university of east london
xi an jiaotong university;xi an jiaotong university
volvo;volvo
brigham young university;brigham young university
hitachi;hitachi
university of milan;university of milan
faculty of information technology university džemal bijedic of mostar;faculty of information technology university džemal bijedic of mostar
hokkaido university;hokkaido university
universite de sherbrooke;universite de sherbrooke
nortel;nortel
university of delaware;university of delaware
university of oulu;university of oulu
american cyanamid;american cyanamid
sintef;sintef
bulgarian academy of sciences;bulgarian academy of sciences
university of hawaii;university of hawaii
universidade nova de lisboa;universidade nova de lisboa
university of warwick;university of warwick
nagoya university;nagoya university
university of the witwatersrand;university of the witwatersrand
southwest research institute;southwest research institute
shippensburg university of pennsylvania;shippensburg university of pennsylvania
university of northern british columbia;university of northern british columbia
applied science private university;applied science private university
yonsei university;yonsei university
university of wuppertal;university of wuppertal
amazon com;amazon com
oxford brookes university;oxford brookes university
goldsmiths university of london;goldsmiths university of london
aalborg university;aalborg university
search technologies;search technologies
association for computing machinery;association for computing machinery
maynooth university;maynooth university
chiba university of commerce;chiba university of commerce
united states department of defense;united states department of defense
stevens institute of technology;stevens institute of technology
graduate school usa;graduate school usa
university of york;university of york
university of los andes;university of los andes
ruhr university bochum;ruhr university bochum
wichita state university;wichita state university
toshiba;toshiba
university of ljubljana;university of ljubljana
university of montana;university of montana
texas a m international university;texas a m international university
honeywell;honeywell
sao paulo state university;sao paulo state university
university of utah;university of utah
decode genetics;decode genetics
national law university delhi;national law university delhi
mit sloan school of management;mit sloan school of management
university of texas at el paso;university of texas at el paso
university at albany suny;university at albany suny
university of massachusetts lowell;university of massachusetts lowell
chinese academy of sciences;chinese academy of sciences
depaul university;depaul university
carnegie mellon silicon valley;carnegie mellon silicon valley
ball state university;ball state university
georgia college state university;georgia college state university
national university of singapore;national university of singapore
ogi school of science and engineering;ogi school of science and engineering
university of grenoble;university of grenoble
cardiff university;cardiff university
toyota technological institute;toyota technological institute
tulane university;tulane university
university of stirling;university of stirling
imdea;imdea
victoria university of wellington;victoria university of wellington
yokohama national university;yokohama national university
at t;at t
complutense university of madrid;complutense university of madrid
aston university;aston university
college of science and technology;college of science and technology
tel aviv university;tel aviv university
albion college;albion college
dublin city university;dublin city university
university of north georgia;university of north georgia
department of computer science university of illinois at urbana champaign;department of computer science university of illinois at urbana champaign
air force research laboratory;air force research laboratory
center for information technology;center for information technology
electronics and telecommunications research institute;electronics and telecommunications research institute
department of systems biology;department of systems biology
hong kong university of science and technology;hong kong university of science and technology
kalamazoo college;kalamazoo college
university of the basque country;university of the basque country
national taiwan university;national taiwan university
rutgers camden;rutgers camden
university of northern iowa;university of northern iowa
xilinx;xilinx
saint vincent college;saint vincent college
university of bordeaux;university of bordeaux
goddard space flight center;goddard space flight center
telenor;telenor
university of calgary;university of calgary
technical university of dortmund;technical university of dortmund
university of california santa cruz;university of california santa cruz
university of wisconsin madison;university of wisconsin madison
queen s university belfast;queen s university belfast
university of porto;university of porto
bell labs;bell labs
rice university;rice university
university of regina;university of regina
pusan national university;pusan national university
advanced technology center;advanced technology center
university of milano bicocca;university of milano bicocca
karlsruhe institute of technology;karlsruhe institute of technology
sant anna school of advanced studies;sant anna school of advanced studies
university of a coruna;university of a coruna
airbus;airbus
city university of seattle;city university of seattle
autonomous university of madrid;autonomous university of madrid
university of north texas;university of north texas
akamai technologies;akamai technologies
university of florence;university of florence
sony computer entertainment;sony computer entertainment
institute for quantum optics and quantum information;institute for quantum optics and quantum information
college of business administration;college of business administration
bosch;bosch
university of iowa;university of iowa
ben gurion university of the negev;ben gurion university of the negev
oberlin college;oberlin college
universite du quebec a chicoutimi;universite du quebec a chicoutimi
pennsylvania state university;pennsylvania state university
university of british columbia;university of british columbia
newcastle university;newcastle university
harvard t h chan school of public health;harvard t h chan school of public health
l abri;l abri
accenture;accenture
sick ag;sick ag
the evergreen state college;the evergreen state college
georgia state university;georgia state university
yahoo;yahoo
canisius college;canisius college
university of verona;university of verona
technical university of madrid;technical university of madrid
colorado state university;colorado state university
university of new england;university of new england
johannes kepler university of linz;johannes kepler university of linz
university of duisburg essen;university of duisburg essen
university of passau;university of passau
otterbein university;otterbein university
fairchild semiconductor international inc;fairchild semiconductor international inc
said business school;said business school
harvard medical school;harvard medical school
epigenomics ag;epigenomics ag
rockwell automation;rockwell automation
microunity;microunity
university of california irvine;university of california irvine
kobe university;kobe university
city college of new york;city college of new york
wolfson college oxford;wolfson college oxford
universidade federal de minas gerais;universidade federal de minas gerais
esri;esri
software engineering institute;software engineering institute
university of vienna;university of vienna
bombardier inc;bombardier inc
loughborough university;loughborough university
stanford university;stanford university
harvard pilgrim health care;harvard pilgrim health care
state university of campinas;state university of campinas
tensilica;tensilica
delft university of technology;delft university of technology
tallinn university of technology;tallinn university of technology
pierre and marie curie university;pierre and marie curie university
cisco systems inc;cisco systems inc
