Id;Label
universidade federal de minas gerais;universidade federal de minas gerais
kobe university;kobe university
university of pittsburgh;university of pittsburgh
brandeis university;brandeis university
tufts university;tufts university
university of amsterdam;university of amsterdam
german research centre for artificial intelligence;german research centre for artificial intelligence
sapienza university of rome;sapienza university of rome
state university of new york at oswego;state university of new york at oswego
ecole des mines de nantes;ecole des mines de nantes
university of grenoble;university of grenoble
arbor networks;arbor networks
harvey mudd college;harvey mudd college
laval university;laval university
inesc id;inesc id
university of texas at el paso;university of texas at el paso
department of computer science university of oxford;department of computer science university of oxford
hamilton college;hamilton college
toyota technological institute at chicago;toyota technological institute at chicago
university of freiburg;university of freiburg
university of michigan;university of michigan
hokkaido university;hokkaido university
university of notre dame;university of notre dame
kansas state university;kansas state university
university of north carolina system;university of north carolina system
chinese academy of sciences;chinese academy of sciences
university of texas at dallas;university of texas at dallas
university of bonn;university of bonn
national university of singapore;national university of singapore
verisign;verisign
