grid.1016.6,Parent,grid.450426.1
grid.1046.3,Parent,grid.450426.1
grid.1047.2,Parent,grid.495796.0
grid.1089.0,Parent,grid.450426.1
grid.1108.8,Parent,grid.420434.5
grid.1310.3,Parent,grid.453171.5
grid.1463.0,Parent,grid.461959.6
grid.1463.0,Parent,grid.451254.3
grid.1527.1,Parent,grid.495796.0
grid.1680.f,Parent,grid.461952.d
grid.1680.f,Parent,grid.484530.e
grid.2865.9,Parent,grid.239134.e
grid.3532.7,Parent,grid.239119.1
grid.3973.e,Parent,grid.471236.5
grid.4399.7,Parent,grid.468967.2
grid.4399.7,Parent,grid.454787.d
grid.4399.7,Parent,grid.425729.f
grid.4437.4,Parent,grid.3575.4
grid.4444.0,Parent,grid.468967.2
grid.4527.4,Parent,grid.414603.4
grid.4527.4,Parent,grid.410531.2
grid.4556.2,Parent,grid.413453.4
grid.4567.0,Parent,grid.211011.2
grid.4567.0,Parent,grid.470987.5
grid.4616.5,Parent,grid.413454.3
grid.4836.9,Parent,grid.5018.c
grid.4868.2,Parent,grid.4464.2
grid.4970.a,Parent,grid.4464.2
grid.4987.2,Parent,grid.424848.6
grid.5403.2,Parent,grid.425975.8
grid.5676.2,Parent,grid.450307.5
grid.5842.b,Parent,grid.460789.4
grid.6054.7,Parent,grid.420488.2
grid.6142.1,Parent,grid.9344.a
grid.6279.a,Parent,grid.25697.3f
grid.6290.d,Parent,grid.1441.0
grid.6324.3,Parent,grid.436219.b
grid.6390.c,Parent,grid.460789.4
grid.6625.7,Parent,grid.425975.8
grid.7354.5,Parent,grid.451538.e
grid.7490.a,Parent,grid.211011.2
grid.7492.8,Parent,grid.211011.2
grid.7497.d,Parent,grid.211011.2
grid.7546.0,Parent,grid.433919.5
grid.7551.6,Parent,grid.211011.2
grid.7683.a,Parent,grid.211011.2
grid.7849.2,Parent,grid.25697.3f
grid.7872.a,Parent,grid.9344.a
grid.7886.1,Parent,grid.9344.a
grid.7892.4,Parent,grid.211011.2
grid.8348.7,Parent,grid.500653.5
grid.8348.7,Parent,grid.410556.3
grid.8385.6,Parent,grid.211011.2
grid.8390.2,Parent,grid.460789.4
grid.8440.8,Parent,grid.4561.6
grid.8461.b,Parent,grid.441136.5
grid.8465.f,Parent,grid.413453.4
grid.8581.4,Parent,grid.454735.4
grid.8653.8,Parent,grid.425715.0
grid.8657.c,Parent,grid.436221.0
grid.8668.0,Parent,grid.453158.e
grid.8682.4,Parent,grid.496779.2
grid.8991.9,Parent,grid.4464.2
grid.9371.c,Parent,grid.423952.b
grid.9489.c,Parent,grid.452348.c
grid.9621.c,Parent,grid.450307.5
grid.9659.3,Parent,grid.25697.3f
