Key,Fullname,Grid,URL,WikipediaURL
guangxi normal university,Guangxi Normal University,grid.459584.1,http://www.gxnu.edu.cn/,http://en.wikipedia.org/wiki/Guangxi_Normal_University
inner mongolia university of science and technology,Inner Mongolia University of Science and Technology,grid.462400.4,http://www.imust.cn/,http://en.wikipedia.org/wiki/Inner_Mongolia_University_of_Science_and_Technology
indian institute of management indore,Indian Institute of Management Indore,grid.466775.1,http://www.iimidr.ac.in/,http://en.wikipedia.org/wiki/Indian_Institute_of_Management_Indore
islamic azad university of lahijan,Islamic Azad University of Lahijan,grid.469939.8,http://www.liau.ac.ir/,http://en.wikipedia.org/wiki/Islamic_Azad_University_of_Lahijan
university of cyprus,University of Cyprus,grid.6603.3,http://www.ucy.ac.cy/,http://en.wikipedia.org/wiki/University_of_Cyprus
federal university of tocantins,Federal University of Tocantins,,http://www.uft.edu.br/,http://en.wikipedia.org/wiki/Federal_University_of_Tocantins
saigon university,Saigon University,grid.449531.e,http://www.sgu.edu.vn/,http://en.wikipedia.org/wiki/Saigon_University
west bengal state university,West Bengal State University,grid.419478.7,http://www.wbsubregistration.org/,http://en.wikipedia.org/wiki/West_Bengal_State_University
rajiv gandhi college of veterinary and animal sciences,Rajiv Gandhi College of Veterinary and Animal Sciences,,http://www.ragacovas.com/,http://en.wikipedia.org/wiki/Rajiv_Gandhi_College_of_Veterinary_and_Animal_Sciences
kla tencor,KLA-Tencor,grid.462481.d,http://www.kla-tencor.com/,http://en.wikipedia.org/wiki/KLA-Tencor
lanzhou university,Lanzhou University,grid.32566.34,http://www.lzu.edu.cn/,http://en.wikipedia.org/wiki/Lanzhou_University
university of seville,University of Seville,grid.9224.d,http://www.us.es/eng,http://en.wikipedia.org/wiki/University_of_Seville
la poste,La Poste,,http://www.laposte.fr/,http://en.wikipedia.org/wiki/La_Poste_(France)
fachhochschule flensburg,Fachhochschule Flensburg,grid.454232.6,http://www.hs-flensburg.de/,http://en.wikipedia.org/wiki/Fachhochschule_Flensburg
merial,Merial,,http://www.merial.com/,http://en.wikipedia.org/wiki/Merial
ulyanovsk state technical university,Ulyanovsk State Technical University,grid.446273.0,http://ulstu.ru/,http://en.wikipedia.org/wiki/Ulyanovsk_State_Technical_University
mcmaster university,McMaster University,grid.25073.33,http://www.mcmaster.ca/,http://en.wikipedia.org/wiki/McMaster_University
stetson university,Stetson University,grid.469493.5,http://www.stetson.edu/,http://en.wikipedia.org/wiki/Stetson_University
kokugakuin tochigi junior college,Kokugakuin Tochigi Junior College,,http://www.kokugakuintochigi.ac.jp/tandai/,http://en.wikipedia.org/wiki/Kokugakuin_Tochigi_Junior_College
dublin institute of technology,Dublin Institute of Technology,grid.33695.3a,http://www.dit.ie/,http://en.wikipedia.org/wiki/Dublin_Institute_of_Technology
chelyabinsk state pedagogical university,Chelyabinsk State Pedagogical University,grid.446147.4,http://www.cspu.ru/,http://en.wikipedia.org/wiki/Chelyabinsk_State_Pedagogical_University
medigene,MediGene,grid.487265.a,http://www.medigene.com/,http://en.wikipedia.org/wiki/MediGene
university of science and technology of china,University of Science and Technology of China,grid.59053.3a,http://en.ustc.edu.cn/,http://en.wikipedia.org/wiki/University_of_Science_and_Technology_of_China
the dartmouth institute for health policy and clinical practice,The Dartmouth Institute for Health Policy and Clinical Practice,grid.414049.c,http://tdi.dartmouth.edu/,http://en.wikipedia.org/wiki/The_Dartmouth_Institute_for_Health_Policy_and_Clinical_Practice
hyogo college of medicine,Hyogo College of Medicine,grid.272264.7,http://www.hyo-med.ac.jp/,http://en.wikipedia.org/wiki/Hyogo_College_of_Medicine
rk university,RK University,grid.449487.2,http://rku.ac.in/,http://en.wikipedia.org/wiki/RK_University
wessex water,Wessex Water,,http://www.wessexwater.co.uk/,http://en.wikipedia.org/wiki/Wessex_Water
chongqing technology and business university,Chongqing Technology and Business University,grid.411578.e,http://www.ctbu.edu.cn/,http://en.wikipedia.org/wiki/Chongqing_Technology_and_Business_University
ipca laboratories ltd,Ipca Laboratories Ltd.,grid.464923.e,http://www.ipcalabs.com/,http://en.wikipedia.org/wiki/Ipca_Laboratories
westinghouse astronuclear laboratory,Westinghouse Astronuclear Laboratory,,,http://en.wikipedia.org/wiki/Westinghouse_Astronuclear_Laboratory
misurata university,Misurata University,grid.442558.a,http://misuratau.edu.ly/eng/,http://en.wikipedia.org/wiki/Misurata_University
ecolab,Ecolab,grid.481868.b,http://www.ecolab.com/,http://en.wikipedia.org/wiki/Ecolab
pennsylvania transportation institute,Pennsylvania Transportation Institute,,http://www.pti.psu.edu/,http://en.wikipedia.org/wiki/Pennsylvania_Transportation_Institute
european central bank,European Central Bank,grid.466644.2,https://www.ecb.europa.eu/,http://en.wikipedia.org/wiki/European_Central_Bank
los angeles valley college,Los Angeles Valley College,grid.461595.a,http://www.lavc.edu/,http://en.wikipedia.org/wiki/Los_Angeles_Valley_College
touro college of osteopathic medicine,Touro College of Osteopathic Medicine,,http://tourocom.touro.edu/,http://en.wikipedia.org/wiki/Touro_College_of_Osteopathic_Medicine
hengshui university,Hengshui University,grid.449016.e,https://web.archive.org/web/20050810004329/http://www.hsnc.cn/,http://en.wikipedia.org/wiki/Hengshui_University
university of massachusetts medical school,University of Massachusetts Medical School,grid.168645.8,http://www.umassmed.edu/,http://en.wikipedia.org/wiki/University_of_Massachusetts_Medical_School
tellus institute,Tellus Institute,grid.493501.a,,http://en.wikipedia.org/wiki/Tellus_Institute
flinders university,Flinders University,grid.1014.4,http://www.flinders.edu.au/,http://en.wikipedia.org/wiki/Flinders_University
dr b c roy engineering college durgapur,"Dr. B.C. Roy Engineering College, Durgapur",,http://www.bcrec.ac.in/,"http://en.wikipedia.org/wiki/Dr._B.C._Roy_Engineering_College,_Durgapur"
lee university,Lee University,grid.259012.d,http://www.leeuniversity.edu/,http://en.wikipedia.org/wiki/Lee_University
globalsantafe corporation,GlobalSantaFe Corporation,,http://www.deepwater.com/,http://en.wikipedia.org/wiki/GlobalSantaFe_Corporation
japan institute for labour policy and training,Japan Institute for Labour Policy and Training,,,http://en.wikipedia.org/wiki/Japan_Institute_for_Labour_Policy_and_Training
weyerhaeuser,Weyerhaeuser,grid.439053.8,https://www.weyerhaeuser.com/,http://en.wikipedia.org/wiki/Weyerhaeuser
ramtron international,Ramtron International,,http://www.ramtron.com/,http://en.wikipedia.org/wiki/Ramtron_International
st thomas aquinas college,St. Thomas Aquinas College,grid.462851.c,http://www.stac.edu/,http://en.wikipedia.org/wiki/St._Thomas_Aquinas_College
central luzon state university,Central Luzon State University,grid.443260.7,http://www.clsu.edu.ph/,http://en.wikipedia.org/wiki/Central_Luzon_State_University
symbol technologies,Symbol Technologies,,http://www.symbol.com/,http://en.wikipedia.org/wiki/Symbol_Technologies
national league for nursing,National League for Nursing,grid.480980.d,http://nln.org/,http://en.wikipedia.org/wiki/National_League_for_Nursing
siliconware precision industries company ltd,"Siliconware Precision Industries Company, Ltd.",grid.471251.4,http://www.spil.com.tw/,http://en.wikipedia.org/wiki/Siliconware_Precision_Industries
flamel technologies,Flamel Technologies,,http://www.avadel.com/,http://en.wikipedia.org/wiki/Flamel_Technologies
the explorers club,The Explorers Club,grid.479015.e,http://www.explorers.org/,http://en.wikipedia.org/wiki/The_Explorers_Club
kwangju health college,Kwangju Health College,grid.462280.a,http://ghueng.ivyro.net/,http://en.wikipedia.org/wiki/Gwangju_Health_University
riu hotels,RIU Hotels,,http://www.riu.com/,http://en.wikipedia.org/wiki/RIU_Hotels
abertay university,Abertay University,grid.44361.34,http://www.abertay.ac.uk/,http://en.wikipedia.org/wiki/Abertay_University
alagappa government arts college,Alagappa Government Arts College,,https://en.wikipedia.org/wiki/Alagappa_Government_Arts_College,http://en.wikipedia.org/wiki/Alagappa_Government_Arts_College
the nature conservancy,The Nature Conservancy,grid.422375.5,http://nature.org/,http://en.wikipedia.org/wiki/The_Nature_Conservancy
library and archives canada,Library and Archives Canada,grid.431349.8,http://www.bac-lac.gc.ca/,http://en.wikipedia.org/wiki/Library_and_Archives_Canada
leeds general infirmary,Leeds General Infirmary,grid.418161.b,http://www.leedsth.nhs.uk/patients-visitors/our-hospitals/leeds-general-infirmary/,http://en.wikipedia.org/wiki/Leeds_General_Infirmary
jasco applied sciences,JASCO Applied Sciences,,http://www.jasco.com/,http://en.wikipedia.org/wiki/JASCO_Applied_Sciences
indian grassland and fodder research institute,Indian Grassland and Fodder Research Institute,grid.418197.2,http://www.igfri.res.in/,http://en.wikipedia.org/wiki/Indian_Grassland_and_Fodder_Research_Institute
michigan molecular institute,Michigan Molecular Institute,grid.421340.0,http://www.mmi.org/,http://en.wikipedia.org/wiki/Michigan_Molecular_Institute
queensland environmental protection agency,Queensland Environmental Protection Agency,,,http://en.wikipedia.org/wiki/Environmental_Protection_Agency_(Queensland)
equal opportunities commission,Equal Opportunities Commission,,,
genomatix,Genomatix,,http://www.genomatix.de/,http://en.wikipedia.org/wiki/Genomatix
nationwide children s hospital,Nationwide Children's Hospital,grid.240344.5,http://www.nationwidechildrens.org/,http://en.wikipedia.org/wiki/Nationwide_Children's_Hospital
minaret of freedom institute,Minaret of Freedom Institute,,http://www.minaret.org/,http://en.wikipedia.org/wiki/Minaret_of_Freedom_Institute
children s institute inc,Children's Institute Inc.,,http://www.childrensinstitute.org/,http://en.wikipedia.org/wiki/Children's_Institute_Inc.
european space operations centre,European Space Operations Centre,,http://www.esa.int/esoc,http://en.wikipedia.org/wiki/European_Space_Operations_Centre
guidewire software,Guidewire Software,,http://www.guidewire.com/,http://en.wikipedia.org/wiki/Guidewire_Software
apollo hospitals,Apollo Hospitals,grid.413839.4,http://www.apollohospitals.com/,http://en.wikipedia.org/wiki/Apollo_Hospitals
kaiser family foundation,Kaiser Family Foundation,grid.418509.1,http://www.kff.org/,http://en.wikipedia.org/wiki/Kaiser_Family_Foundation
sons of the american revolution,Sons of the American Revolution,,http://sar.org/,http://en.wikipedia.org/wiki/Sons_of_the_American_Revolution
royal college of ophthalmologists,Royal College of Ophthalmologists,grid.464674.3,,https://en.wikipedia.org/wiki/Royal_College_of_Ophthalmologists
bangladesh academy of sciences,Bangladesh Academy of Sciences,grid.473245.3,,https://en.wikipedia.org/wiki/Bangladesh_Academy_of_Sciences
calderdale royal hospital,Calderdale Royal Hospital,grid.413217.2,,https://en.wikipedia.org/wiki/Calderdale_Royal_Hospital
rocky mountain college of art and design,Rocky Mountain College of Art and Design,grid.465657.3,,https://en.wikipedia.org/wiki/Rocky_Mountain_College_of_Art_and_Design
mornington peninsula shire,Mornington Peninsula Shire,grid.468139.1,,https://en.wikipedia.org/wiki/Shire_of_Mornington_Peninsula
staatliche akademie der bildenden kunste stuttgart,Staatliche Akademie der Bildenden Künste Stuttgart,grid.461763.1,,https://en.wikipedia.org/wiki/State_Academy_of_Fine_Arts_in_Stuttgart
society for endocrinology,Society for Endocrinology,grid.468568.1,,https://en.wikipedia.org/wiki/Society_for_Endocrinology
arizona historical society,Arizona Historical Society,grid.446413.0,,https://en.wikipedia.org/wiki/Arizona_Historical_Society
university of missouri health system,University of Missouri Health System,grid.418801.4,,https://en.wikipedia.org/wiki/University_of_Missouri_Health_Care
saint vincent hospital,Saint Vincent Hospital,grid.416570.1,,https://en.wikipedia.org/wiki/Saint_Vincent_Hospital
american heart institute,American Heart Institute,grid.477021.7,,https://en.wikipedia.org/wiki/The_American_Heart_Institute
henry cogswell college,Henry Cogswell College,grid.454602.1,,https://en.wikipedia.org/wiki/Henry_Cogswell_College
coventry city council,Coventry City Council,grid.433498.1,,https://en.wikipedia.org/wiki/Coventry_City_Council
central water and power research station,Central Water and Power Research Station,grid.464785.c,,https://en.wikipedia.org/wiki/Central_Water_and_Power_Research_Station
washington state department of early learning,Washington State Department of Early Learning,grid.479477.e,,https://en.wikipedia.org/wiki/Washington_State_Department_of_Early_Learning
bronglais general hospital,Bronglais General Hospital,grid.414624.1,,https://en.wikipedia.org/wiki/Bronglais_Hospital
gateway community and technical college,Gateway Community and Technical College,grid.462250.7,,https://en.wikipedia.org/wiki/Gateway_Community_and_Technical_College
beebe healthcare,Beebe Healthcare,grid.414328.8,,https://en.wikipedia.org/wiki/Beebe_Healthcare
new york state office of parks recreation and historic preservation,"New York State Office of Parks, Recreation and Historic Preservation",grid.447319.c,,"https://en.wikipedia.org/wiki/New_York_State_Office_of_Parks,_Recreation_and_Historic_Preservation"
supreme council of antiquities,Supreme Council of Antiquities,grid.438181.7,,https://en.wikipedia.org/wiki/Supreme_Council_of_Antiquities
centenary college of new jersey,Centenary College of New Jersey,grid.454537.4,,https://en.wikipedia.org/wiki/Centenary_College_of_New_Jersey
tanana chiefs conference,Tanana Chiefs Conference,grid.422762.7,,https://en.wikipedia.org/wiki/Tanana_Chiefs_Conference
wesley biblical seminary,Wesley Biblical Seminary,grid.463023.0,,https://en.wikipedia.org/wiki/Wesley_Biblical_Seminary
digital public library of america,Digital Public Library of America,grid.475167.6,,https://en.wikipedia.org/wiki/Digital_Public_Library_of_America
university of somalia,University of Somalia,grid.472460.3,,https://en.wikipedia.org/wiki/University_of_Somalia
bethany university,Bethany University,grid.470507.1,,https://en.wikipedia.org/wiki/Bethany_University
von roll switzerland,Von Roll (Switzerland),grid.483059.3,,https://en.wikipedia.org/wiki/Von_Roll_Holding
north carolina department of agriculture and consumer services,North Carolina Department of Agriculture and Consumer Services,grid.422408.8,,https://en.wikipedia.org/wiki/North_Carolina_Department_of_Agriculture_and_Consumer_Services
